id,text
5526,A fan film that for the uninitiated plays better on video with the sound turned down .
5527,Too infuriatingly quirky and taken with its own style .
5528,There 's a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale .
5529,"As much as I laughed throughout the movie , I can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain ."
5530,The type of dumbed-down exercise in stereotypes that gives the ( teen comedy ) genre a bad name .
5531,Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine .
5532,Plays like a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story .
5533,"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party ."
5534,"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '"
5535,Just is n't as weird as it ought to be .
5536,"A `` Home Alone '' film that is staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films ."
5537,( Siegel ) and co-writers Lisa Bazadona and Grace Woodard have relied too much on convention in creating the characters who surround Frankie .
5538,No film could possibly be more contemptuous of the single female population .
5539,A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .
5540,"A low-budget affair , Tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction ."
5541,"Then again , in a better movie , you might not have noticed ."
5542,"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''"
5543,"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''"
5544,"Gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés ."
5545,"It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress ."
5546,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity ."
5547,"The problem with The Bread , My Sweet is that it 's far too sentimental ."
5548,Never inspires more than an interested detachment .
5549,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .
5550,"Despite slick production values and director Roger Michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours ."
5551,"Pretty much sucks , but has a funny moment or two ."
5552,A supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .
5553,"It ends up being neither , and fails at both endeavors ."
5554,Two badly interlocked stories drowned by all too clever complexity .
5555,These are textbook lives of quiet desperation .
5556,"Claims to sort the bad guys from the good , which is its essential problem ."
5557,"Purposefully shocking in its eroticized gore , if unintentionally dull in its lack of poetic frissons ."
5558,"Feels like pieces a bunch of other , better movies slapped together ."
5559,"Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic ."
5560,"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes ."
5561,One ca n't shake the feeling that Crossroads is nothing more than an hour-and-a-half-long commercial for Britney 's latest album .
5562,Phoned-in business as usual .
5563,"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else ."
5564,"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality ."
5565,The most horrific movie experience I 've had since `` Ca n't Stop The Music . ''
5566,It may as well be called `` Jar-Jar Binks : The Movie . ''
5567,It 's that painful .
5568,"Like a three-ring circus , there are side stories aplenty -- none of them memorable ."
5569,"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that ."
5570,As original and insightful as last week 's episode of Behind the Music .
5571,Plays like John Le Carré with a couple of burnt-out cylinders .
5572,You may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .
5573,"It 's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy , but it has its moments ."
5574,Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .
5575,A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .
5576,"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames ."
